COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|IS_NULLABLE|TABLE_SCHEMA|TABLE_NAME
Almacen|int|NULL|YES|dbo|Guia_despacho
cod_producto|int|NULL|NO|dbo|Guia_despacho
Nro_Producto|nvarchar|20|YES|dbo|Guia_despacho
Desc_Producto|nvarchar|300|YES|dbo|Guia_despacho
StkEgreso|float|NULL|NO|dbo|Guia_despacho
CodMovimiento|int|NULL|YES|dbo|Guia_despacho
tipovehiculo|nvarchar|50|YES|dbo|Guia_despacho
anio_fab|int|NULL|YES|dbo|Guia_despacho
nro_placa|nvarchar|50|YES|dbo|Guia_despacho
CLIENTE|nvarchar|50|YES|dbo|Guia_despacho
despachado|int|NULL|NO|dbo|Guia_despacho
Desc_Almacen|nvarchar|100|YES|dbo|Guia_despacho
Id_HistorialTraslados|int|NULL|NO|dbo|HistorialEstadosTraslados
Cod_Movimiento|int|NULL|YES|dbo|HistorialEstadosTraslados
EstadoAnterior|varchar|20|YES|dbo|HistorialEstadosTraslados
EstadoNuevo|varchar|20|YES|dbo|HistorialEstadosTraslados
FechaCambio|datetime|NULL|YES|dbo|HistorialEstadosTraslados
Responsable|varchar|100|YES|dbo|HistorialEstadosTraslados
Comentarios|varchar|255|YES|dbo|HistorialEstadosTraslados
Cod_Movimiento_Modificacion|int|NULL|YES|dbo|HistorialEstadosTraslados
CodComprobante|int|NULL|YES|dbo|HistorialFacturacion
Cliente|int|NULL|YES|dbo|HistorialFacturacion
FechaEnvio|datetime|NULL|YES|dbo|HistorialFacturacion
CorreoDestino|nvarchar|100|YES|dbo|HistorialFacturacion
RutaPDF|nvarchar|500|YES|dbo|HistorialFacturacion
EstadoEnvio|nvarchar|20|YES|dbo|HistorialFacturacion
IdHistorial|int|NULL|NO|dbo|HistorialMovimientoEstado
Cod_Movimiento|int|NULL|NO|dbo|HistorialMovimientoEstado
Fecha|datetime|NULL|NO|dbo|HistorialMovimientoEstado
Usuario|nvarchar|50|YES|dbo|HistorialMovimientoEstado
TipoAtencion_Anterior|int|NULL|YES|dbo|HistorialMovimientoEstado
TipoAtencion_Nuevo|int|NULL|YES|dbo|HistorialMovimientoEstado
Motivo|nvarchar|250|YES|dbo|HistorialMovimientoEstado
CodHorario|int|NULL|NO|dbo|Horarios
DescripcionHorario|varchar|200|YES|dbo|Horarios
HoraEntrada|datetime|NULL|YES|dbo|Horarios
HoraSalida|datetime|NULL|YES|dbo|Horarios
HoraEntrada1|datetime|NULL|YES|dbo|Horarios
HoraSalida1|datetime|NULL|YES|dbo|Horarios
Prioridad|int|NULL|YES|dbo|Horarios
Activo|int|NULL|YES|dbo|Horarios
Turno|int|NULL|YES|dbo|Horarios
nROHoras|float|NULL|YES|dbo|Horarios
Clasificacion|int|NULL|YES|dbo|Horarios
D|int|NULL|YES|dbo|Horarios
L|int|NULL|YES|dbo|Horarios
M|int|NULL|YES|dbo|Horarios
X|int|NULL|YES|dbo|Horarios
J|int|NULL|YES|dbo|Horarios
V|int|NULL|YES|dbo|Horarios
S|int|NULL|YES|dbo|Horarios
F|int|NULL|YES|dbo|Horarios
area|nvarchar|50|YES|dbo|Horarios
Cod_Producto|int|NULL|NO|dbo|importa
Nro_Producto|nvarchar|20|YES|dbo|importa
Desc_Producto|nvarchar|100|YES|dbo|importa
barras|nvarchar|50|YES|dbo|importa
nombre|nvarchar|200|YES|dbo|importa
codigo|int|NULL|YES|dbo|importar
barras|nvarchar|50|YES|dbo|importar
nombre|nvarchar|200|YES|dbo|importar
codigo|int|NULL|NO|dbo|Impresion_letras
cliente|int|NULL|YES|dbo|Impresion_letras
documento|nvarchar|50|YES|dbo|Impresion_letras
nro|int|NULL|YES|dbo|Impresion_letras
monto|money|NULL|YES|dbo|Impresion_letras
fecha|date|NULL|YES|dbo|Impresion_letras
fecha_pago|date|NULL|YES|dbo|Impresion_letras
monto_recibo|money|NULL|YES|dbo|Impresion_letras
letra|int|NULL|YES|dbo|Impresion_letras
comprobante|int|NULL|YES|dbo|Impresion_letras
serie|nvarchar|50|YES|dbo|Impresion_letras
Cod_Producto|int|NULL|NO|dbo|INVENTARIADO
Nro_Producto|nvarchar|20|YES|dbo|INVENTARIADO
Desc_Producto|nvarchar|100|YES|dbo|INVENTARIADO
Costo_Producto|money|NULL|YES|dbo|INVENTARIADO
Precio_Producto|money|NULL|YES|dbo|INVENTARIADO
PrecioCja_Producto|money|NULL|YES|dbo|INVENTARIADO
precio_interm|money|NULL|YES|dbo|INVENTARIADO
codigo|int|NULL|NO|dbo|kardex
fecha|datetime|NULL|YES|dbo|kardex
factped|datetime|NULL|YES|dbo|kardex
proveedor|nvarchar|100|YES|dbo|kardex
costo|money|NULL|YES|dbo|kardex
ingreso|money|NULL|YES|dbo|kardex
salida|money|NULL|YES|dbo|kardex
saldo|money|NULL|YES|dbo|kardex
lote|nvarchar|50|YES|dbo|kardex
fechav|nvarchar|50|YES|dbo|kardex
insumo|nvarchar|100|YES|dbo|kardex
desde|datetime|NULL|YES|dbo|kardex
hasta|datetime|NULL|YES|dbo|kardex
AREA|nvarchar|50|YES|dbo|kardex
items|nvarchar|100|YES|dbo|kardex_final
Desc_Almacen|nvarchar|100|YES|dbo|kardex_final
CANT|float|NULL|YES|dbo|kardex_final
items|nvarchar|152|YES|dbo|kardex_final1
Desc_Almacen|nvarchar|100|YES|dbo|kardex_final1
CANT|float|NULL|YES|dbo|kardex_final1
cod_Linea|int|NULL|NO|dbo|Linea
Desc_Linea|nvarchar|500|YES|dbo|Linea
cod_rubro|int|NULL|YES|dbo|Linea
IdLog|bigint|NULL|NO|dbo|LogEscaneo
Fecha|datetime|NULL|NO|dbo|LogEscaneo
UsuarioId|int|NULL|NO|dbo|LogEscaneo
CodMovimiento|int|NULL|NO|dbo|LogEscaneo
ClienteId|int|NULL|YES|dbo|LogEscaneo
Serie|varchar|50|NO|dbo|LogEscaneo
ProductoId|int|NULL|NO|dbo|LogEscaneo
Servicio|varchar|20|NO|dbo|LogEscaneo
MotivoCodigo|varchar|30|YES|dbo|LogEscaneo
Observacion|varchar|400|YES|dbo|LogEscaneo
GeoLat|decimal|NULL|YES|dbo|LogEscaneo
GeoLng|decimal|NULL|YES|dbo|LogEscaneo
Resultado|varchar|20|NO|dbo|LogEscaneo
Mensaje|varchar|400|YES|dbo|LogEscaneo
Cod_Marca|int|NULL|NO|dbo|Marca
Desc_Marca|nvarchar|50|YES|dbo|Marca
ID_COD|int|NULL|NO|dbo|Menu
NOMBRE|nvarchar|50|YES|dbo|Menu
IMAGE|int|NULL|YES|dbo|Menu
orden|int|NULL|YES|dbo|Menu
Moneda|nvarchar|50|NO|dbo|Monedas
Simbolo|nvarchar|50|YES|dbo|Monedas
Id_Motivo|int|NULL|NO|dbo|Motivo_Reprogramacion
Texto|nvarchar|200|NO|dbo|Motivo_Reprogramacion
Activo|bit|NULL|NO|dbo|Motivo_Reprogramacion
UsoCount|int|NULL|NO|dbo|Motivo_Reprogramacion
UltimoUso|datetime|NULL|NO|dbo|Motivo_Reprogramacion
Tipo_Tarea|nvarchar|50|YES|dbo|Motivo_Reprogramacion
Cod_Movimiento|int|NULL|NO|dbo|Movimiento
Fecha|datetime|NULL|YES|dbo|Movimiento
fecha_emision|datetime|NULL|YES|dbo|Movimiento
IdMes|int|NULL|YES|dbo|Movimiento
MEs|nvarchar|50|YES|dbo|Movimiento
Año|int|NULL|YES|dbo|Movimiento
NroGuia|nvarchar|100|YES|dbo|Movimiento
NroDocumento|nvarchar|50|YES|dbo|Movimiento
TipoMovimiento|int|NULL|YES|dbo|Movimiento
TipoDocumento|nvarchar|50|YES|dbo|Movimiento
NroDocAfec|nvarchar|50|YES|dbo|Movimiento
TipoTransaccion|nvarchar|50|YES|dbo|Movimiento
Estado|int|NULL|YES|dbo|Movimiento
FechaVenc|datetime|NULL|YES|dbo|Movimiento
DEscuento|money|NULL|YES|dbo|Movimiento
IGV|float|NULL|YES|dbo|Movimiento
moneda|nvarchar|50|YES|dbo|Movimiento
Persona|int|NULL|YES|dbo|Movimiento
Total|money|NULL|YES|dbo|Movimiento
Saldo|money|NULL|YES|dbo|Movimiento
Almacen|int|NULL|YES|dbo|Movimiento
Transportista|nvarchar|50|YES|dbo|Movimiento
LugarDestino|nvarchar|500|YES|dbo|Movimiento
DirDestino|nvarchar|4000|YES|dbo|Movimiento
EmpresaTrans|nvarchar|100|YES|dbo|Movimiento
RucEmpresa|nvarchar|50|YES|dbo|Movimiento
Placa|nvarchar|50|YES|dbo|Movimiento
LugarInicio|nvarchar|500|YES|dbo|Movimiento
DirInicio|nvarchar|500|YES|dbo|Movimiento
atencion|int|NULL|YES|dbo|Movimiento
Usuario|int|NULL|YES|dbo|Movimiento
Cod_medico|int|NULL|YES|dbo|Movimiento
Observacion|nvarchar|4000|YES|dbo|Movimiento
Efectivo|money|NULL|YES|dbo|Movimiento
Vuelto|money|NULL|YES|dbo|Movimiento
Acuenta|money|NULL|YES|dbo|Movimiento
Tarjeta|nvarchar|500|YES|dbo|Movimiento
TipoAtencion|int|NULL|YES|dbo|Movimiento
ValorIgv|money|NULL|YES|dbo|Movimiento
EstadoPago|int|NULL|YES|dbo|Movimiento
Visita|datetime|NULL|YES|dbo|Movimiento
AutorizadoX|nvarchar|500|YES|dbo|Movimiento
EstadoCompra|int|NULL|YES|dbo|Movimiento
Serie|nvarchar|50|YES|dbo|Movimiento
percepcion|money|NULL|YES|dbo|Movimiento
detraccion|money|NULL|YES|dbo|Movimiento
flete|money|NULL|NO|dbo|Movimiento
seguro|money|NULL|NO|dbo|Movimiento
advalorem|money|NULL|NO|dbo|Movimiento
descarga|money|NULL|NO|dbo|Movimiento
gastosadm|money|NULL|NO|dbo|Movimiento
manipuleo|money|NULL|NO|dbo|Movimiento
comision|money|NULL|NO|dbo|Movimiento
gastosagenteadmin|money|NULL|NO|dbo|Movimiento
gastostotal|money|NULL|NO|dbo|Movimiento
tipovehiculo|nvarchar|500|YES|dbo|Movimiento
anio_fab|int|NULL|NO|dbo|Movimiento
Id_Cpedido|nvarchar|50|YES|dbo|Movimiento
ocompra|nvarchar|50|YES|dbo|Movimiento
dnichofer|nvarchar|8|YES|dbo|Movimiento
ubigeopartida|nchar|10|YES|dbo|Movimiento
ubigeollegada|nchar|10|YES|dbo|Movimiento
cbultos|int|NULL|YES|dbo|Movimiento
TC|money|NULL|YES|dbo|Movimiento
TCsunat|money|NULL|YES|dbo|Movimiento
inventario|int|NULL|YES|dbo|Movimiento
Entrega|int|NULL|YES|dbo|Movimiento
CodFactura|int|NULL|YES|dbo|Movimiento
EstadoTraslado|nvarchar|50|YES|dbo|Movimiento
SerieDoc|nvarchar|20|YES|dbo|Movimiento
NroDocCorrelativo|int|NULL|YES|dbo|Movimiento
FullDoc|nvarchar|27|YES|dbo|Movimiento
Suc_cliente|int|NULL|YES|dbo|Movimiento
Id_MovimientoPadre|int|NULL|YES|dbo|Movimiento
Cod_Departamento|int|NULL|NO|dbo|OffDEPARTAMENTO
Desc_Departamento|nvarchar|255|YES|dbo|OffDEPARTAMENTO
Cod_Distrito|int|NULL|NO|dbo|OffDISTRITO
Desc_Distrito|nvarchar|6|YES|dbo|OffDISTRITO
Cod_Provincia|int|NULL|YES|dbo|OffDISTRITO
Cod_Provincia|int|NULL|NO|dbo|OFFPROVINCIA
Provincia|nvarchar|255|YES|dbo|OFFPROVINCIA
Cod_Departamento|int|NULL|YES|dbo|OFFPROVINCIA
PaisCodigo|char|2|YES|dbo|OFFPROVINCIA
Cod_orden|int|NULL|NO|dbo|Orden_compra
Fecha|datetime|NULL|YES|dbo|Orden_compra
IdMes|int|NULL|YES|dbo|Orden_compra
MEs|nvarchar|50|YES|dbo|Orden_compra
Año|int|NULL|YES|dbo|Orden_compra
NroGuia|nvarchar|50|YES|dbo|Orden_compra
NroDocumento|nvarchar|50|YES|dbo|Orden_compra
TipoMovimiento|int|NULL|YES|dbo|Orden_compra
TipoDocumento|nvarchar|50|YES|dbo|Orden_compra
NroDocAfec|nvarchar|50|YES|dbo|Orden_compra
TipoTransaccion|nvarchar|50|YES|dbo|Orden_compra
Estado|int|NULL|YES|dbo|Orden_compra
FechaVenc|datetime|NULL|YES|dbo|Orden_compra
DEscuento|money|NULL|YES|dbo|Orden_compra
IGV|float|NULL|YES|dbo|Orden_compra
moneda|nvarchar|50|YES|dbo|Orden_compra
Persona|int|NULL|YES|dbo|Orden_compra
Total|money|NULL|YES|dbo|Orden_compra
Saldo|money|NULL|YES|dbo|Orden_compra
Almacen|int|NULL|YES|dbo|Orden_compra
Transportista|nvarchar|50|YES|dbo|Orden_compra
LugarDestino|nvarchar|100|YES|dbo|Orden_compra
DirDestino|nvarchar|100|YES|dbo|Orden_compra
EmpresaTrans|nvarchar|100|YES|dbo|Orden_compra
RucEmpresa|nchar|11|YES|dbo|Orden_compra
Placa|nchar|10|YES|dbo|Orden_compra
LugarInicio|nvarchar|100|YES|dbo|Orden_compra
DirInicio|nvarchar|100|YES|dbo|Orden_compra
atencion|int|NULL|YES|dbo|Orden_compra
Usuario|int|NULL|YES|dbo|Orden_compra
Cod_medico|int|NULL|YES|dbo|Orden_compra
Observacion|nvarchar|1000|YES|dbo|Orden_compra
Efectivo|money|NULL|YES|dbo|Orden_compra
Vuelto|money|NULL|YES|dbo|Orden_compra
Acuenta|money|NULL|YES|dbo|Orden_compra
Tarjeta|nvarchar|50|YES|dbo|Orden_compra
TipoAtencion|int|NULL|YES|dbo|Orden_compra
ValorIgv|money|NULL|YES|dbo|Orden_compra
EstadoPago|int|NULL|YES|dbo|Orden_compra
Visita|datetime|NULL|YES|dbo|Orden_compra
AutorizadoX|nvarchar|50|YES|dbo|Orden_compra
EstadoCompra|int|NULL|YES|dbo|Orden_compra
Serie|nvarchar|50|YES|dbo|Orden_compra
anio_fab|int|NULL|YES|dbo|Orden_compra
tipovehiculo|nvarchar|50|YES|dbo|Orden_compra
fecha_atencion|datetime|NULL|YES|dbo|Orden_compra
fecha_entrega_estimada|datetime|NULL|YES|dbo|Orden_compra
tecnico|int|NULL|YES|dbo|Orden_compra
nroOrden|varchar|50|YES|dbo|Orden_compra_nollega
Fecha|datetime|NULL|YES|dbo|Orden_compra_nollega
NroGuia|nvarchar|50|YES|dbo|Orden_compra_nollega
Nom_Persona|nvarchar|50|YES|dbo|Orden_compra_nollega
Dni_Persona|nvarchar|9|YES|dbo|Orden_compra_nollega
Telefono_Persona|nvarchar|100|YES|dbo|Orden_compra_nollega
mail_Persona|nvarchar|50|YES|dbo|Orden_compra_nollega
EstadoPago|int|NULL|YES|dbo|Orden_compra_nollega
FechaVenc|datetime|NULL|YES|dbo|Orden_compra_nollega
Desc_Almacen|nvarchar|100|YES|dbo|Orden_compra_nollega
Direccion_Almacen|nvarchar|100|YES|dbo|Orden_compra_nollega
Cod_Almacen|int|NULL|NO|dbo|Orden_compra_nollega
OP|int|NULL|NO|dbo|ORDEN_PAGO
FECHA|datetime|NULL|YES|dbo|ORDEN_PAGO
TRABAJADOR|nvarchar|200|YES|dbo|ORDEN_PAGO
NROCTA|nvarchar|50|YES|dbo|ORDEN_PAGO
IMPORTE|money|NULL|YES|dbo|ORDEN_PAGO
OBSERVACION|nvarchar|500|YES|dbo|ORDEN_PAGO
Estado|nvarchar|50|YES|dbo|ORDEN_PAGO
NroPago|int|NULL|NO|dbo|Pago
Fecha|datetime|NULL|YES|dbo|Pago
cliente|int|NULL|YES|dbo|Pago
medio_Pago|nvarchar|50|YES|dbo|Pago
Efectivo|money|NULL|YES|dbo|Pago
Id_Pais|int|NULL|NO|dbo|Pais
Nombre|nvarchar|100|NO|dbo|Pais
Codigo_ISO|nvarchar|10|NO|dbo|Pais
Moneda|nvarchar|50|NO|dbo|Pais
Simbolo_Moneda|nvarchar|5|NO|dbo|Pais
IdParametro|int|NULL|NO|dbo|Parametros_Repartidor
CargoFuncion|varchar|50|YES|dbo|Parametros_Repartidor
EsRepartidor|bit|NULL|YES|dbo|Parametros_Repartidor
Activo|bit|NULL|YES|dbo|Parametros_Repartidor
IdHist|int|NULL|NO|dbo|PedidoCompromisos_Hist
cod_cpedido|int|NULL|NO|dbo|PedidoCompromisos_Hist
FechaCompromiso|datetime|NULL|YES|dbo|PedidoCompromisos_Hist
CompromisoFuente|varchar|20|YES|dbo|PedidoCompromisos_Hist
CompromisoUsuario|int|NULL|YES|dbo|PedidoCompromisos_Hist
CompromisoObservacion|varchar|300|YES|dbo|PedidoCompromisos_Hist
CompromisoPrioridad|tinyint|NULL|YES|dbo|PedidoCompromisos_Hist
VentanaDesde|datetime|NULL|YES|dbo|PedidoCompromisos_Hist
VentanaHasta|datetime|NULL|YES|dbo|PedidoCompromisos_Hist
FechaRegistro|datetime|NULL|NO|dbo|PedidoCompromisos_Hist
cod|int|NULL|NO|dbo|Permiso
clave|nvarchar|50|YES|dbo|Permiso
opcion|nvarchar|50|YES|dbo|Permiso
Administrador|int|NULL|YES|dbo|Permiso
Contabilidad|int|NULL|YES|dbo|Permiso
Almacén|int|NULL|YES|dbo|Permiso
Sistemas|int|NULL|YES|dbo|Permiso
Ventas|int|NULL|YES|dbo|Permiso
IdActividadFiscal|int|NULL|NO|dbo|Persona_ActividadFiscal
CodPersona|int|NULL|NO|dbo|Persona_ActividadFiscal
PaisCodigo|varchar|5|NO|dbo|Persona_ActividadFiscal
TipoIdentificacion|varchar|20|YES|dbo|Persona_ActividadFiscal
NumeroIdentificacion|varchar|30|NO|dbo|Persona_ActividadFiscal
CodigoActividad|varchar|20|NO|dbo|Persona_ActividadFiscal
DescripcionActividad|nvarchar|300|YES|dbo|Persona_ActividadFiscal
EsPrincipal|bit|NULL|NO|dbo|Persona_ActividadFiscal
Vigente|bit|NULL|NO|dbo|Persona_ActividadFiscal
Fuente|varchar|50|YES|dbo|Persona_ActividadFiscal
FechaConsulta|datetime|NULL|NO|dbo|Persona_ActividadFiscal
UsuarioConsulta|varchar|50|YES|dbo|Persona_ActividadFiscal
Cod_Persona|int|NULL|NO|dbo|Persona_Nuevo
Nro_Persona|nvarchar|50|YES|dbo|Persona_Nuevo
Nom_Persona|nvarchar|200|NO|dbo|Persona_Nuevo
Dni_Persona|nvarchar|20|YES|dbo|Persona_Nuevo
Ruc_Persona|nvarchar|20|YES|dbo|Persona_Nuevo
Cod_TipoPersona|int|NULL|NO|dbo|Persona_Nuevo
Sexo_Persona|nvarchar|10|YES|dbo|Persona_Nuevo
FNac_Personal|date|NULL|YES|dbo|Persona_Nuevo
mail_Persona|nvarchar|100|YES|dbo|Persona_Nuevo
Telefono_Persona|nvarchar|50|YES|dbo|Persona_Nuevo
Activo|bit|NULL|NO|dbo|Persona_Nuevo
Login_Persona|nvarchar|50|YES|dbo|Persona_Nuevo
Pass_Persona|nvarchar|50|YES|dbo|Persona_Nuevo
Nick_Persona|nvarchar|50|YES|dbo|Persona_Nuevo
Fotografia|nvarchar|50|YES|dbo|Persona_Nuevo
id_clave_Operacion|int|NULL|YES|dbo|Persona_Nuevo
clave_op_intracomunitaria|bit|NULL|YES|dbo|Persona_Nuevo
nombre_comercial|varchar|100|YES|dbo|Persona_Nuevo
observaciones|nvarchar|-1|YES|dbo|Persona_Nuevo
Documento_Principal|nvarchar|50|YES|dbo|Persona_Nuevo
Tipo_facturacion|nvarchar|50|YES|dbo|Persona_Nuevo
Id_FormaPago|int|NULL|YES|dbo|Persona_Nuevo
Id_Direccion_Fiscal|int|NULL|YES|dbo|Persona_Nuevo
PaisCodigo|varchar|5|YES|dbo|Persona_Nuevo
TipoIdentificacionFiscal|varchar|20|YES|dbo|Persona_Nuevo
NumeroIdentificacionFiscal|varchar|30|YES|dbo|Persona_Nuevo
CodigoActividadPrincipal|varchar|20|YES|dbo|Persona_Nuevo
DescripcionActividadPrincipal|nvarchar|300|YES|dbo|Persona_Nuevo
ActividadValidada|bit|NULL|NO|dbo|Persona_Nuevo
FechaValidacionActividad|datetime|NULL|YES|dbo|Persona_Nuevo
FuenteValidacionActividad|varchar|50|YES|dbo|Persona_Nuevo
IdRelacion|int|NULL|NO|dbo|Persona_Proceso_Almacen
Cod_Persona|int|NULL|YES|dbo|Persona_Proceso_Almacen
Cod_Almacen|int|NULL|YES|dbo|Persona_Proceso_Almacen
PROCESO|nvarchar|50|YES|dbo|Persona_Proceso_Almacen
Planta|varchar|50|YES|dbo|Persona_Proceso_Almacen
Grupo|nvarchar|50|YES|dbo|Persona_Proceso_Almacen
Cod_Persona|int|NULL|NO|dbo|PersonaAntes
Nro_MOZO|int|NULL|YES|dbo|PersonaAntes
Nom_Persona|nvarchar|4000|YES|dbo|PersonaAntes
Dni_Persona|nvarchar|50|YES|dbo|PersonaAntes
Ruc_Persona|nvarchar|50|YES|dbo|PersonaAntes
FNac_Personal|datetime|NULL|YES|dbo|PersonaAntes
Login_Persona|nvarchar|50|YES|dbo|PersonaAntes
Pass_Persona|nvarchar|50|YES|dbo|PersonaAntes
Nick_Persona|nvarchar|50|YES|dbo|PersonaAntes
Sexo_Persona|nvarchar|50|YES|dbo|PersonaAntes
mail_Persona|nvarchar|50|YES|dbo|PersonaAntes
Telefono_Persona|nvarchar|100|YES|dbo|PersonaAntes
Direccion_Persona|nvarchar|4000|YES|dbo|PersonaAntes
Cod_TipoPersona|int|NULL|YES|dbo|PersonaAntes
cmp_Persona|nvarchar|50|YES|dbo|PersonaAntes
contacto|nvarchar|50|YES|dbo|PersonaAntes
nextel|nvarchar|50|YES|dbo|PersonaAntes
celular|nvarchar|50|YES|dbo|PersonaAntes
nrocuenta|nvarchar|50|YES|dbo|PersonaAntes
banco|nvarchar|50|YES|dbo|PersonaAntes
LineaCredito_Persona|money|NULL|YES|dbo|PersonaAntes
R|nvarchar|50|YES|dbo|PersonaAntes
V1|nvarchar|50|YES|dbo|PersonaAntes
V2|nvarchar|50|YES|dbo|PersonaAntes
DNIS|nvarchar|8|YES|dbo|PersonaAntes
DNIR|nvarchar|8|YES|dbo|PersonaAntes
DNIV1|nvarchar|800|YES|dbo|PersonaAntes
DNIV2|nvarchar|8|YES|dbo|PersonaAntes
TELEFONOS|nvarchar|50|YES|dbo|PersonaAntes
TELEFONOR|nvarchar|50|YES|dbo|PersonaAntes
TELEFONOV1|nvarchar|50|YES|dbo|PersonaAntes
TELEFONOV2|nvarchar|50|YES|dbo|PersonaAntes
dvisita|nvarchar|50|YES|dbo|PersonaAntes
dreparto|nvarchar|50|YES|dbo|PersonaAntes
urbanizacion|int|NULL|YES|dbo|PersonaAntes
puntos_acumulados|int|NULL|YES|dbo|PersonaAntes
tarjeta|nvarchar|50|YES|dbo|PersonaAntes
fotografia|image|2147483647|YES|dbo|PersonaAntes
hijos|int|NULL|YES|dbo|PersonaAntes
profesion|nvarchar|50|YES|dbo|PersonaAntes
descurb|nvarchar|50|YES|dbo|PersonaAntes
diascred|int|NULL|YES|dbo|PersonaAntes
garantia|nvarchar|50|YES|dbo|PersonaAntes
responsable|nvarchar|-1|YES|dbo|PersonaAntes
dir_envio|nvarchar|-1|YES|dbo|PersonaAntes
exento|int|NULL|YES|dbo|PersonaAntes
id_clave_Operacion|int|NULL|YES|dbo|PersonaAntes
clave_op_intracomunitaria|bit|NULL|YES|dbo|PersonaAntes
nombre_comercial|varchar|100|YES|dbo|PersonaAntes
observaciones|text|2147483647|YES|dbo|PersonaAntes
IdPreCarga|int|NULL|NO|dbo|PLAN_PREPARACION_CARGA
FechaCreacion|datetime|NULL|NO|dbo|PLAN_PREPARACION_CARGA
AlmacenId|int|NULL|NO|dbo|PLAN_PREPARACION_CARGA
UsuarioCrea|nvarchar|100|NO|dbo|PLAN_PREPARACION_CARGA
Estado|nvarchar|20|NO|dbo|PLAN_PREPARACION_CARGA
Observacion|nvarchar|500|YES|dbo|PLAN_PREPARACION_CARGA
IdPreCargaDetalle|int|NULL|NO|dbo|PLAN_PREPARACION_DETALLE
IdPreCarga|int|NULL|NO|dbo|PLAN_PREPARACION_DETALLE
CodProducto|int|NULL|NO|dbo|PLAN_PREPARACION_DETALLE
CantPlanificada|decimal|NULL|NO|dbo|PLAN_PREPARACION_DETALLE
IdCpedidoCabecera|int|NULL|YES|dbo|PLAN_PREPARACION_DETALLE
IdCpedidoDetalle|int|NULL|YES|dbo|PLAN_PREPARACION_DETALLE
CodCliente|int|NULL|YES|dbo|PLAN_PREPARACION_DETALLE
SucursalCliente|nvarchar|200|YES|dbo|PLAN_PREPARACION_DETALLE
Observacion|nvarchar|500|YES|dbo|PLAN_PREPARACION_DETALLE
IdPlan|int|NULL|NO|dbo|Planificacion_DetalleMovimiento
Cod_Movimiento|int|NULL|NO|dbo|Planificacion_DetalleMovimiento
Id_DetalleMovimiento|int|NULL|NO|dbo|Planificacion_DetalleMovimiento
CantPlanificada|decimal|NULL|NO|dbo|Planificacion_DetalleMovimiento
FechaPlan|datetime|NULL|NO|dbo|Planificacion_DetalleMovimiento
UsuarioId|int|NULL|NO|dbo|Planificacion_DetalleMovimiento
cod_familia|int|NULL|NO|dbo|ProdFamilia
cod_Producto|int|NULL|NO|dbo|ProdFamilia
cod_producto|int|NULL|NO|dbo|Producto
Nro_Producto|nvarchar|20|YES|dbo|Producto
Nro_cja|nvarchar|4000|YES|dbo|Producto
Desc_Producto|nvarchar|3000|YES|dbo|Producto
StockMin_Producto|float|NULL|YES|dbo|Producto
Cod_Linea|int|NULL|YES|dbo|Producto
Cod_TipoInsumo|int|NULL|YES|dbo|Producto
Cod_Unidad|int|NULL|YES|dbo|Producto
Cod_UnidadCja|int|NULL|YES|dbo|Producto
Precio_Producto|money|NULL|YES|dbo|Producto
PrecioCja_Producto|money|NULL|YES|dbo|Producto
Costo_Producto|money|NULL|YES|dbo|Producto
peso_producto|float|NULL|YES|dbo|Producto
Marca_Producto|int|NULL|YES|dbo|Producto
Estado_Producto|int|NULL|YES|dbo|Producto
cIGV|int|NULL|YES|dbo|Producto
Costo_Rep|money|NULL|NO|dbo|Producto
UtilidadxUnid|float|NULL|YES|dbo|Producto
UtilidadxCja|float|NULL|YES|dbo|Producto
crapido|int|NULL|NO|dbo|Producto
precio_interm|money|NULL|YES|dbo|Producto
utilidadxint|float|NULL|YES|dbo|Producto
cant|float|NULL|YES|dbo|Producto
UtilidadEstxunid|float|NULL|YES|dbo|Producto
UtilidadEstxInterm|float|NULL|YES|dbo|Producto
UtilidadEstxCja|float|NULL|YES|dbo|Producto
MargAct|int|NULL|YES|dbo|Producto
MargEst|int|NULL|YES|dbo|Producto
DifPrecios|int|NULL|YES|dbo|Producto
costo_Ant|money|NULL|NO|dbo|Producto
codcv|int|NULL|YES|dbo|Producto
percepcion|int|NULL|NO|dbo|Producto
Cont|float|NULL|YES|dbo|Producto
barcode|image|2147483647|YES|dbo|Producto
Letra|nvarchar|1|YES|dbo|Producto
foto|image|2147483647|YES|dbo|Producto
cod_SubCategoria|int|NULL|YES|dbo|Producto
porc_ce|float|NULL|YES|dbo|Producto
cod_grupo|int|NULL|NO|dbo|Producto
cgi|money|NULL|NO|dbo|Producto
costo_total|money|NULL|NO|dbo|Producto
tiempoi|nvarchar|500|YES|dbo|Producto
eliminar|int|NULL|YES|dbo|Producto
servicio|int|NULL|NO|dbo|Producto
barcode1|nvarchar|150|YES|dbo|Producto
barcode2|nvarchar|50|YES|dbo|Producto
stock|int|NULL|NO|dbo|Producto
pRECIO_INV|money|NULL|YES|dbo|Producto
COSTO_INV|money|NULL|YES|dbo|Producto
lista2|money|NULL|NO|dbo|Producto
lista3|money|NULL|NO|dbo|Producto
lista4|money|NULL|NO|dbo|Producto
estadopromo|int|NULL|YES|dbo|Producto
condicion|nvarchar|50|YES|dbo|Producto
M3|decimal|NULL|YES|dbo|Producto
ADR_Categoria|nvarchar|50|YES|dbo|Producto
