Cod_Producto,Bombona,Cod_Contenido,ContenidoFuente,Cod_UnidadFuente,UnidadFuenteLegacy,CantidadFuenteLegacy,M3GasResultado,PesoNetoKgResultado
319,"Argomet10  (Ar 90% + Metano 10%) B5 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.597000,1.050000,0.000000
321,"Argomet10 (Ar 90% + Metano 10%) B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.194000,2.100000,0.000000
329,"Argomet10 (Ar 90% + Metano 10%) B10 / 300BAR",377,"Argón Liquido - LAR",3,"UND",4.791000,3.150000,5.000000
322,"Argomet10 (Ar 90% + Metano 10%) B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.472000,2.940000,0.000000
330,"Argomet10 (Ar 90% + Metano 10%) B14 / 300BAR",377,"Argón Liquido - LAR",3,"UND",6.708000,4.410000,7.000000
323,"Argomet10 (Ar 90% + Metano 10%) B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",6.388000,4.200000,0.000000
331,"Argomet10 (Ar 90% + Metano 10%) B20 / 300BAR",377,"Argón Liquido - LAR",3,"UND",9.582000,6.300000,10.000000
324,"Argomet10 (Ar 90% + Metano 10%) B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",9.582000,6.300000,0.000000
332,"Argomet10 (Ar 90% + Metano 10%) B30 / 300BAR",377,"Argón Liquido - LAR",3,"UND",14.373000,9.450000,14.990000
325,"Argomet10 (Ar 90% + Metano 10%) B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",12.776000,8.400000,0.000000
333,"Argomet10 (Ar 90% + Metano 10%) B40 / 300BAR",377,"Argón Liquido - LAR",3,"UND",19.165000,12.600000,19.990000
327,"Argomet10 (Ar 90% + Metano 10%) B5 / 300BAR",377,"Argón Liquido - LAR",3,"UND",2.396000,1.580000,2.500000
326,"Argomet10 (Ar 90% + Metano 10%) B50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",15.971000,10.500000,0.000000
334,"Argomet10 (Ar 90% + Metano 10%) B50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",23.956000,15.750000,24.990000
320,"Argomet10 (Ar 90% + Metano 10%) B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.236000,1.470000,0.000000
328,"Argomet10 (Ar 90% + Metano 10%) B7 / 300BAR",377,"Argón Liquido - LAR",3,"UND",3.354000,2.210000,3.500000
53,"Argón industrial 12*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",212.940000,126.000000,212.940000
68,"Argón industrial 12*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",319.410000,189.000000,319.410000
55,"Argón industrial 12*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",340.704000,201.600000,340.700000
71,"Argón industrial 12*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",511.056000,302.400000,511.060000
54,"Argón industrial 16*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",283.920000,168.000000,283.920000
69,"Argón industrial 16*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",425.880000,252.000000,425.880000
56,"Argón industrial 16*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",454.272000,268.800000,454.270000
71,"Argón industrial 16*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",681.408000,403.200000,681.410000
44,"Argón industrial B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.549000,2.100000,3.550000
60,"Argón industrial B10 / 300BAR",377,"Argón Liquido - LAR",3,"UND",5.324000,3.150000,5.320000
45,"Argón industrial B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.969000,2.940000,4.970000
61,"Argón industrial B14 / 300BAR",377,"Argón Liquido - LAR",3,"UND",7.453000,4.410000,7.450000
46,"Argón industrial B16 / 200BAR",377,"Argón Liquido - LAR",3,"UND",5.678000,3.360000,5.680000
62,"Argón industrial B16 / 300BAR",377,"Argón Liquido - LAR",3,"UND",8.518000,5.040000,8.520000
41,"Argón industrial B2 / 200BAR",377,"Argón Liquido - LAR",3,"UND",0.710000,0.420000,0.710000
57,"Argón industrial B2 / 300BAR",377,"Argón Liquido - LAR",3,"UND",1.065000,0.630000,1.060000
47,"Argón industrial B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",7.098000,4.200000,7.100000
63,"Argón industrial B20 /300BAR",377,"Argón Liquido - LAR",3,"UND",10.647000,6.300000,10.650000
48,"Argón industrial B25 / 200BAR",377,"Argón Liquido - LAR",3,"UND",8.873000,5.250000,8.870000
49,"Argón industrial B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",10.647000,6.300000,10.650000
64,"Argón industrial B30 / 300BAR",377,"Argón Liquido - LAR",3,"UND",15.971000,9.450000,15.970000
50,"Argón industrial B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",14.196000,8.400000,14.200000
65,"Argón industrial B40 / 300BAR",377,"Argón Liquido - LAR",3,"UND",21.294000,12.600000,21.290000
42,"Argón industrial B5 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.775000,1.050000,1.770000
58,"Argón industrial B5 /300BAR",377,"Argón Liquido - LAR",3,"UND",2.662000,1.580000,2.660000
51,"Argón industrial B50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",17.745000,10.500000,17.750000
66,"Argón industrial B50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",26.618000,15.750000,26.620000
43,"Argón industrial B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.484000,1.470000,2.480000
59,"Argón industrial B7 / 300BAR",377,"Argón Liquido - LAR",3,"UND",3.726000,2.210000,3.730000
52,"Argón industrial B80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",28.392000,16.800000,28.390000
67,"Argón industrial B80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",42.588000,25.200000,42.590000
305,"Hidrinac35  (Ar 65% + H2 35%) B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.307000,2.100000,2.370000
313,"Hidrinac35  (Ar 65% + H2 35%) B10 / 300BAR",377,"Argón Liquido - LAR",3,"UND",3.460000,3.150000,3.550000
314,"Hidrinac35  (Ar 65% + H2 35%) B14 / 300BAR",377,"Argón Liquido - LAR",3,"UND",4.844000,4.410000,4.970000
307,"Hidrinac35  (Ar 65% + H2 35%) B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.614000,4.200000,4.730000
315,"Hidrinac35  (Ar 65% + H2 35%) B20 / 300BAR",377,"Argón Liquido - LAR",3,"UND",6.921000,6.300000,7.100000
309,"Hidrinac35  (Ar 65% + H2 35%) B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",9.227000,8.400000,9.470000
317,"Hidrinac35  (Ar 65% + H2 35%) B40 / 300BAR",377,"Argón Liquido - LAR",3,"UND",13.841000,12.600000,14.200000
318,"Hidrinac35  (Ar 65% + H2 35%) B50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",17.301000,15.750000,17.750000
304,"Hidrinac35  (Ar 65% + H2 35%) B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.615000,1.470000,1.660000
306,"Hidrinac35 (Ar 65% + H2 35%)  B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.230000,2.940000,3.310000
308,"Hidrinac35 (Ar 65% + H2 35%)  B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",6.921000,6.300000,7.100000
316,"Hidrinac35 (Ar 65% + H2 35%) B30 / 300BAR",377,"Argón Liquido - LAR",3,"UND",10.381000,9.450000,10.650000
303,"Hidrinac35 (Ar 65% + H2 35%) B5 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.153000,1.050000,1.180000
311,"Hidrinac35 (Ar 65% + H2 35%) B5 / 300BAR",377,"Argón Liquido - LAR",3,"UND",1.730000,1.580000,1.780000
310,"Hidrinac35 (Ar 65% + H2 35%) B50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",11.534000,10.500000,11.840000
312,"Hidrinac35 (Ar 65% + H2 35%) B7 / 300BAR",377,"Argón Liquido - LAR",3,"UND",2.422000,2.210000,2.490000
346,"IG541 (Ar 40%, N2 52%, CO2 8%) 12*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",92.477000,136.800000,196.960000
361,"IG541 (Ar 40%, N2 52%, CO2 8%) 12*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",294.770000,205.200000,478.000000
348,"IG541 (Ar 40%, N2 52%, CO2 8%) 12*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",147.963000,218.880000,315.140000
363,"IG541 (Ar 40%, N2 52%, CO2 8%) 12*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",471.632000,328.320000,764.810000
347,"IG541 (Ar 40%, N2 52%, CO2 8%) 16*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",123.302000,182.400000,262.620000
362,"IG541 (Ar 40%, N2 52%, CO2 8%) 16*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",393.026000,273.600000,637.340000
364,"IG541 (Ar 40%, N2 52%, CO2 8%) 16*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",628.842000,437.760000,1019.740000
338,"IG541 (Ar 40%, N2 52%, CO2 8%) B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.541000,2.280000,3.280000
353,"IG541 (Ar 40%, N2 52%, CO2 8%) B10 / 300BAR",377,"Argón Liquido - LAR",3,"UND",4.913000,3.420000,7.970000
339,"IG541 (Ar 40%, N2 52%, CO2 8%) B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.158000,3.190000,4.600000
354,"IG541 (Ar 40%, N2 52%, CO2 8%) B14 / 300BAR",377,"Argón Liquido - LAR",3,"UND",6.878000,4.790000,11.150000
340,"IG541 (Ar 40%, N2 52%, CO2 8%) B16 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.466000,3.650000,5.250000
355,"IG541 (Ar 40%, N2 52%, CO2 8%) B16 / 300BAR",377,"Argón Liquido - LAR",3,"UND",7.861000,5.470000,12.750000
335,"IG541 (Ar 40%, N2 52%, CO2 8%) B2 / 200BAR",377,"Argón Liquido - LAR",3,"UND",0.308000,0.460000,0.660000
350,"IG541 (Ar 40%, N2 52%, CO2 8%) B2 / 300BAR",377,"Argón Liquido - LAR",3,"UND",0.983000,0.680000,1.590000
341,"IG541 (Ar 40%, N2 52%, CO2 8%) B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.083000,4.560000,6.570000
356,"IG541 (Ar 40%, N2 52%, CO2 8%) B20 / 300BAR",377,"Argón Liquido - LAR",3,"UND",9.826000,6.840000,15.930000
342,"IG541 (Ar 40%, N2 52%, CO2 8%) B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.624000,6.840000,9.850000
357,"IG541 (Ar 40%, N2 52%, CO2 8%) B30 / 300BAR",377,"Argón Liquido - LAR",3,"UND",14.738000,10.260000,23.900000
343,"IG541 (Ar 40%, N2 52%, CO2 8%) B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",6.165000,9.120000,13.130000
358,"IG541 (Ar 40%, N2 52%, CO2 8%) B40 / 300BAR",377,"Argón Liquido - LAR",3,"UND",19.651000,13.680000,31.870000
336,"IG541 (Ar 40%, N2 52%, CO2 8%) B5 / 200BAR",377,"Argón Liquido - LAR",3,"UND",0.771000,1.140000,1.640000
351,"IG541 (Ar 40%, N2 52%, CO2 8%) B5 / 300BAR",377,"Argón Liquido - LAR",3,"UND",2.456000,1.710000,3.980000
344,"IG541 (Ar 40%, N2 52%, CO2 8%) B50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",7.706000,11.400000,16.410000
359,"IG541 (Ar 40%, N2 52%, CO2 8%) B50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",24.564000,17.100000,39.830000
337,"IG541 (Ar 40%, N2 52%, CO2 8%) B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.079000,1.600000,2.300000
352,"IG541 (Ar 40%, N2 52%, CO2 8%) B7 / 300BAR",377,"Argón Liquido - LAR",3,"UND",3.439000,2.390000,5.580000
345,"IG541 (Ar 40%, N2 52%, CO2 8%) B80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",12.330000,18.240000,26.260000
360,"IG541 (Ar 40%, N2 52%, CO2 8%) B80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",39.303000,27.360000,63.730000
349,"IG541 (Ar 40%, N2 52%, CO2 8%)16*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",197.284000,291.840000,420.190000
83,"QC 15 (Ar 85%, CO2 15%) 12*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",196.513000,136.800000,234.370000
98,"QC 15 (Ar 85%, CO2 15%) 12*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",294.770000,205.200000,351.560000
85,"QC 15 (Ar 85%, CO2 15%) 12*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",314.421000,218.880000,375.000000
100,"QC 15 (Ar 85%, CO2 15%) 12*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",471.632000,328.320000,562.490000
84,"QC 15 (Ar 85%, CO2 15%) 16*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",262.018000,182.400000,312.500000
99,"QC 15 (Ar 85%, CO2 15%) 16*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",393.026000,273.600000,468.750000
86,"QC 15 (Ar 85%, CO2 15%) 16*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",419.228000,291.840000,499.990000
101,"QC 15 (Ar 85%, CO2 15%) 16*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",628.842000,437.760000,749.990000
75,"QC 15 (Ar 85%, CO2 15%) B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.275000,2.280000,3.910000
90,"QC 15 (Ar 85%, CO2 15%) B10 / 300BAR",377,"Argón Liquido - LAR",3,"UND",4.913000,3.420000,5.860000
76,"QC 15 (Ar 85%, CO2 15%) B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.585000,3.190000,5.470000
91,"QC 15 (Ar 85%, CO2 15%) B14 / 300BAR",377,"Argón Liquido - LAR",3,"UND",6.878000,4.790000,8.200000
77,"QC 15 (Ar 85%, CO2 15%) B16 / 200BAR",377,"Argón Liquido - LAR",3,"UND",5.240000,3.650000,6.250000
92,"QC 15 (Ar 85%, CO2 15%) B16 / 300BAR",377,"Argón Liquido - LAR",3,"UND",7.861000,5.470000,9.370000
72,"QC 15 (Ar 85%, CO2 15%) B2 / 200BAR",377,"Argón Liquido - LAR",3,"UND",0.655000,0.460000,0.780000
87,"QC 15 (Ar 85%, CO2 15%) B2 / 300BAR",377,"Argón Liquido - LAR",3,"UND",0.983000,0.680000,1.170000
78,"QC 15 (Ar 85%, CO2 15%) B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",6.550000,4.560000,7.810000
93,"QC 15 (Ar 85%, CO2 15%) B20 / 300BAR",377,"Argón Liquido - LAR",3,"UND",9.826000,6.840000,11.720000
79,"QC 15 (Ar 85%, CO2 15%) B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",9.826000,6.840000,11.720000
94,"QC 15 (Ar 85%, CO2 15%) B30 / 300BAR",377,"Argón Liquido - LAR",3,"UND",14.738000,10.260000,17.580000
80,"QC 15 (Ar 85%, CO2 15%) B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",13.101000,9.120000,15.620000
95,"QC 15 (Ar 85%, CO2 15%) B40 / 300BAR",377,"Argón Liquido - LAR",3,"UND",19.651000,13.680000,23.440000
73,"QC 15 (Ar 85%, CO2 15%) B5 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.638000,1.140000,1.950000
88,"QC 15 (Ar 85%, CO2 15%) B5 / 300BAR",377,"Argón Liquido - LAR",3,"UND",2.456000,1.710000,2.930000
81,"QC 15 (Ar 85%, CO2 15%) B50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",16.376000,11.400000,19.530000
96,"QC 15 (Ar 85%, CO2 15%) B50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",24.564000,17.100000,29.300000
74,"QC 15 (Ar 85%, CO2 15%) B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.293000,1.600000,2.730000
89,"QC 15 (Ar 85%, CO2 15%) B7 / 300BAR",377,"Argón Liquido - LAR",3,"UND",3.439000,2.390000,4.100000
82,"QC 15 (Ar 85%, CO2 15%) B80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",26.202000,18.240000,31.250000
97,"QC 15 (Ar 85%, CO2 15%) B80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",39.303000,27.360000,46.870000
143,"QC 2 (Ar 98%, CO2 2%) 12*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",210.669000,127.200000,215.360000
158,"QC 2 (Ar 98%, CO2 2%) 12*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",317.990000,192.000000,325.080000
145,"QC 2 (Ar 98%, CO2 2%) 12*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",337.070000,203.520000,344.580000
160,"QC 2 (Ar 98%, CO2 2%) 12*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",508.785000,307.200000,520.120000
144,"QC 2 (Ar 98%, CO2 2%) 16*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",280.892000,169.600000,287.150000
159,"QC 2 (Ar 98%, CO2 2%) 16*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",423.987000,256.000000,433.430000
146,"QC 2 (Ar 98%, CO2 2%) 16*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",449.426000,271.360000,459.440000
161,"QC 2 (Ar 98%, CO2 2%) 16*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",678.380000,409.600000,693.490000
135,"QC 2 (Ar 98%, CO2 2%) B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.511000,2.120000,3.590000
150,"QC 2 (Ar 98%, CO2 2%) B10 / 300BAR",377,"Argón Liquido - LAR",3,"UND",5.300000,3.200000,5.420000
136,"QC 2 (Ar 98%, CO2 2%) B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.916000,2.970000,5.030000
151,"QC 2 (Ar 98%, CO2 2%) B14 / 300BAR",377,"Argón Liquido - LAR",3,"UND",7.420000,4.480000,7.590000
137,"QC 2 (Ar 98%, CO2 2%) B16 / 200BAR",377,"Argón Liquido - LAR",3,"UND",5.618000,3.390000,5.740000
152,"QC 2 (Ar 98%, CO2 2%) B16 / 300BAR",377,"Argón Liquido - LAR",3,"UND",8.480000,5.120000,8.670000
132,"QC 2 (Ar 98%, CO2 2%) B2 / 200BAR",377,"Argón Liquido - LAR",3,"UND",0.702000,0.420000,0.720000
147,"QC 2 (Ar 98%, CO2 2%) B2 / 300BAR",377,"Argón Liquido - LAR",3,"UND",1.060000,0.640000,1.080000
138,"QC 2 (Ar 98%, CO2 2%) B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",7.022000,4.240000,7.180000
153,"QC 2 (Ar 98%, CO2 2%) B20 / 300BAR",377,"Argón Liquido - LAR",3,"UND",10.600000,6.400000,10.840000
139,"QC 2 (Ar 98%, CO2 2%) B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",10.533000,6.360000,10.770000
154,"QC 2 (Ar 98%, CO2 2%) B30 / 300BAR",377,"Argón Liquido - LAR",3,"UND",15.900000,9.600000,16.250000
140,"QC 2 (Ar 98%, CO2 2%) B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",14.045000,8.480000,14.360000
155,"QC 2 (Ar 98%, CO2 2%) B40 / 300BAR",377,"Argón Liquido - LAR",3,"UND",21.199000,12.800000,21.670000
133,"QC 2 (Ar 98%, CO2 2%) B5 / 200BAR",377,"Argón Liquido - LAR",3,"UND",1.756000,1.060000,1.790000
148,"QC 2 (Ar 98%, CO2 2%) B5 / 300BAR",377,"Argón Liquido - LAR",3,"UND",2.650000,1.600000,2.710000
141,"QC 2 (Ar 98%, CO2 2%) B50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",17.556000,10.600000,17.950000
156,"QC 2 (Ar 98%, CO2 2%) B50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",26.499000,16.000000,27.090000
134,"QC 2 (Ar 98%, CO2 2%) B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.458000,1.480000,2.510000
149,"QC 2 (Ar 98%, CO2 2%) B7 / 300BAR",377,"Argón Liquido - LAR",3,"UND",3.710000,2.240000,3.790000
142,"QC 2 (Ar 98%, CO2 2%) B80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",28.089000,16.960000,28.710000
157,"QC 2 (Ar 98%, CO2 2%) B80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",42.399000,25.600000,43.340000
113,"QC 8 (Ar 92%, CO2 8%)  12*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",205.234000,132.000000,224.720000
130,"QC 8 (Ar 92%, CO2 8%)  12*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",492.561000,316.800000,539.320000
114,"QC 8 (Ar 92%, CO2 8%)  16*50 / 200BAR",377,"Argón Liquido - LAR",3,"UND",273.645000,176.000000,299.620000
129,"QC 8 (Ar 92%, CO2 8%)  16*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",410.467000,264.000000,449.430000
105,"QC 8 (Ar 92%, CO2 8%)  B10 / 200BAR",377,"Argón Liquido - LAR",3,"UND",3.421000,2.200000,3.750000
106,"QC 8 (Ar 92%, CO2 8%)  B14 / 200BAR",377,"Argón Liquido - LAR",3,"UND",4.789000,3.080000,5.240000
107,"QC 8 (Ar 92%, CO2 8%)  B16 / 200BAR",377,"Argón Liquido - LAR",3,"UND",5.473000,3.520000,5.990000
122,"QC 8 (Ar 92%, CO2 8%)  B16 / 300BAR",377,"Argón Liquido - LAR",3,"UND",8.209000,5.280000,8.990000
108,"QC 8 (Ar 92%, CO2 8%)  B20 / 200BAR",377,"Argón Liquido - LAR",3,"UND",6.841000,4.400000,7.490000
109,"QC 8 (Ar 92%, CO2 8%)  B30 / 200BAR",377,"Argón Liquido - LAR",3,"UND",10.262000,6.600000,11.240000
110,"QC 8 (Ar 92%, CO2 8%)  B40 / 200BAR",377,"Argón Liquido - LAR",3,"UND",13.682000,8.800000,14.980000
118,"QC 8 (Ar 92%, CO2 8%)  B5 / 300BAR",377,"Argón Liquido - LAR",3,"UND",2.565000,1.650000,2.810000
104,"QC 8 (Ar 92%, CO2 8%)  B7 / 200BAR",377,"Argón Liquido - LAR",3,"UND",2.394000,1.540000,2.620000
112,"QC 8 (Ar 92%, CO2 8%)  B80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",27.364000,17.600000,29.960000
128,"QC 8 (Ar 92%, CO2 8%) 12*50 / 300BAR",377,"Argón Liquido - LAR",3,"UND",307.850000,198.000000,337.080000
115,"QC 8 (Ar 92%, CO2 8%) 12*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",328.374000,211.200000,359.550000
116,"QC 8 (Ar 92%, CO2 8%) 16*80 / 200BAR",377,"Argón Liquido - LAR",3,"UND",437.832000,281.600000,479.400000
131,"QC 8 (Ar 92%, CO2 8%) 16*80 / 300BAR",377,"Argón Liquido - LAR",3,"UND",656.748000,422.400000,719.090000
